Operateur,x,y,2G,3G,4G
Bouygues,630845,6854350,1,0,0
SFR,630847,6843465,1,1,1
Orange,630850,6843466,1,1,1
Bouygues,630855,6843457,1,1,1
Bouygues,630864,6870969,0,1,0
Free,630870,6182626,0,1,0
SFR,630870,6182626,1,1,0
Orange,630871,6182625,0,1,0
SFR,630876,6318095,1,1,1
Orange,630879,6854276,0,0,0
Orange,630892,6857424,0,0,0
Orange,630895,6883358,0,1,1
SFR,630903,6854697,1,1,1
Bouygues,630907,6318110,1,1,1
Bouygues,630960,6853976,1,1,1
SFR,630983,6911380,1,1,1
SFR,630987,6865229,1,1,0
Bouygues,630991,7085404,1,1,1
SFR,630991,7085404,1,1,1
Bouygues,631001,6911370,1,1,1
Orange,631035,6314192,1,1,1
Free,631039,6854912,0,1,1
Bouygues,631049,6854914,1,1,1
SFR,631052,6315733,0,1,1
Orange,631058,6315736,1,1,1
Bouygues,631066,6315728,1,1,1
Free,631098,6567802,0,1,0
SFR,631103,6863885,1,1,1
SFR,631107,6851621,0,1,0
Bouygues,631109,6379215,1,1,0
Orange,631109,6379215,0,1,0
Orange,631109,6871305,1,1,0
Orange,631117,6379200,1,0,0
SFR,631117,6379200,1,1,0
Free,631117,6379201,0,1,0
Orange,631122,6851439,1,1,1
Orange,631131,6387638,1,1,0
Orange,631131,6681875,1,1,1
Orange,631134,6312808,1,1,1
Bouygues,631140,6883644,1,1,1
Bouygues,631152,6976923,1,1,1
Bouygues,631152,6976923,1,1,0
Bouygues,631165,6863877,1,1,1
Free,631175,6681886,0,1,1
Free,631177,6851926,0,1,1
Orange,631182,7029039,1,1,1
Bouygues,631197,6852446,1,1,1
SFR,631199,6852452,0,1,1
Orange,631203,6328861,1,1,1
SFR,631211,6867732,1,1,0
Orange,631216,6863867,1,1,1
SFR,631249,6854042,1,0,0
Bouygues,631256,6314711,1,0,0
SFR,631257,6878964,0,1,0
Bouygues,631264,6484364,1,1,1
SFR,631264,6484364,1,1,1
Orange,631269,7031038,1,1,1
Orange,631275,6314825,1,1,1
Orange,631288,6874272,1,1,1
SFR,631310,6854260,1,0,0
Bouygues,631319,6854300,1,1,0
Orange,631321,6878016,1,1,1
Bouygues,631326,6850398,1,1,1
SFR,631328,6873406,1,1,1
Free,631332,6850466,0,1,1
Orange,631337,6860283,1,1,1
Bouygues,631337,6873354,1,1,1
SFR,631365,6313831,1,1,0
Orange,631376,6682768,1,1,0
SFR,631387,6878042,1,1,1
Bouygues,631393,6877986,1,1,1
Bouygues,631398,6855734,1,1,1
Bouygues,631406,6826475,1,1,1
Free,631406,6826475,0,1,1
Orange,631413,6826468,1,1,1
SFR,631414,6826464,1,1,1
Free,631421,6866319,0,1,1
Orange,631422,6867013,0,0,0
Free,631423,6878050,0,1,1
Orange,631436,6850743,0,0,0
Orange,631445,6854151,1,1,1
Orange,631450,6801754,1,1,1
SFR,631464,6872317,1,1,1
Free,631471,6860251,0,1,0
SFR,631504,6860319,1,1,0
Bouygues,631505,6299969,1,1,1
SFR,631505,6299969,1,1,0
Bouygues,631512,6860336,1,1,0
SFR,631513,6855686,1,1,1
Orange,631527,6841910,0,1,0
SFR,631559,6816626,1,1,1
Bouygues,631570,6314249,1,1,1
Bouygues,631571,6816622,1,1,1
Free,631572,6816622,0,1,1
SFR,631575,6314254,1,1,1
Free,631579,6314243,0,1,1
SFR,631589,6874468,0,0,1
Bouygues,631590,6875811,1,1,1
Free,631592,6874468,0,1,1
SFR,631597,6875828,1,1,1
Bouygues,631617,6197496,1,1,1
SFR,631617,6197496,1,1,1
Free,631624,6497163,0,1,1
Orange,631628,6314552,1,1,1
Orange,631628,6314552,0,1,0
Orange,631632,6497158,1,1,0
Bouygues,631636,6767450,1,1,1
Free,631648,6884438,0,1,1
Bouygues,631654,6884475,1,1,1
Bouygues,631682,6883251,1,1,1
Bouygues,631691,6320396,1,1,1
Orange,631710,6320380,1,1,1
Orange,631713,6679903,0,1,0
SFR,631714,6320392,1,1,1
Free,631722,6320386,0,1,0
SFR,631724,6866613,1,1,1
Bouygues,631731,6866540,1,1,1
SFR,631746,6882765,1,1,1
Free,631750,6872221,0,1,1
Bouygues,631773,6914494,1,1,1
SFR,631773,6914494,1,1,1
Bouygues,631775,7046575,1,1,0
SFR,631775,7046575,1,1,0
Free,631776,7046576,0,1,0
Free,631778,6208932,0,1,0
Orange,631778,7046577,1,1,0
Orange,631779,6208931,0,1,0
SFR,631781,6208980,1,1,0
SFR,631787,6883929,1,1,1
Bouygues,631788,6553068,1,1,1
SFR,631788,6553088,1,1,1
Orange,631789,6883930,1,1,1
Orange,631816,6324506,1,1,0
Orange,631829,6855855,1,1,1
Bouygues,631852,6854318,1,1,1
SFR,631859,6650962,1,1,0
Bouygues,631873,6650968,1,1,0
Orange,631873,6650968,1,1,0
Free,631874,6650968,0,1,0
Orange,631878,7083821,1,1,0
Free,631880,6856162,0,1,1
Free,631881,6923954,0,1,1
Bouygues,631883,6854148,1,1,1
Orange,631884,6866264,1,1,1
Orange,631890,6923957,1,1,1
Bouygues,631891,6926145,1,1,1
Free,631892,6926146,0,1,1
SFR,631893,6926151,1,1,1
Orange,631911,6926155,1,1,1
Free,631941,6883103,0,1,1
Orange,631962,6872935,1,1,1
Bouygues,631982,6861322,1,1,1
SFR,631997,6861344,1,1,0
SFR,632000,6850861,1,1,1
SFR,632024,6867842,0,1,0
Orange,632043,6360567,1,1,0
Bouygues,632043,6360568,1,1,0
Free,632043,6360568,0,1,0
SFR,632043,6360568,1,1,0
Bouygues,632045,6850856,1,1,1
Orange,632051,6313777,1,1,0
Free,632063,7030421,0,1,1
Orange,632091,6861317,1,1,1
Bouygues,632097,6855274,1,1,1
Bouygues,632108,6940714,1,1,1
SFR,632108,6940714,1,1,1
Orange,632114,6852114,0,1,1
Orange,632116,6317400,1,1,1
Orange,632118,6855240,1,1,1
SFR,632120,6855242,1,1,0
Bouygues,632120,6886304,0,1,0
Free,632126,6886312,0,1,1
SFR,632136,6886328,1,1,1
Bouygues,632158,6316332,1,1,1
SFR,632168,6905261,1,1,1
SFR,632181,6316331,1,1,1
Bouygues,632191,6905258,1,1,1
Orange,632197,6946112,1,1,1
Orange,632205,7035622,1,1,0
Bouygues,632237,6866408,1,0,0
Orange,632263,6883222,1,1,1
Bouygues,632285,6493161,1,1,1
SFR,632285,6493161,1,1,1
Bouygues,632296,6251388,1,1,0
SFR,632296,6251388,0,1,0
Orange,632297,6251387,0,1,0
Free,632297,6251389,0,1,0
Bouygues,632309,6323168,1,1,1
SFR,632309,6323168,1,1,1
SFR,632313,6233093,1,1,1
Orange,632325,6314931,1,1,1
Bouygues,632325,6802036,1,1,1
Bouygues,632328,6637226,1,1,0
Orange,632328,6637227,1,1,0
Free,632329,6637227,0,1,0
Orange,632335,6865594,0,1,1
Orange,632339,6316489,1,1,1
SFR,632340,6865589,1,1,1
Bouygues,632349,6852915,1,1,1
Free,632352,6857522,0,1,1
Bouygues,632353,6233097,1,1,1
Orange,632355,6857510,1,1,1
SFR,632357,6857555,1,1,1
SFR,632358,6875085,1,0,0
Free,632362,6852911,0,1,0
Orange,632368,6984591,0,1,0
SFR,632373,6852891,1,1,1
SFR,632378,6882374,1,1,0
Bouygues,632388,6868754,1,1,1
Free,632399,6395754,0,1,0
SFR,632402,6868759,0,0,1
Orange,632407,6938452,1,1,1
Free,632416,6868755,0,1,1
Orange,632417,6879999,1,1,1
Orange,632419,6882303,1,1,1
Bouygues,632421,6882299,1,1,1
Free,632422,6882308,0,1,1
SFR,632425,6313259,1,1,1
Orange,632425,6868760,1,1,1
Bouygues,632431,6879968,1,1,1
Bouygues,632432,6313261,1,1,1
SFR,632437,6637234,1,1,0
Orange,632446,6309281,1,1,1
Bouygues,632451,6164362,1,1,0
SFR,632451,6164362,1,1,0
Free,632451,6164363,0,1,0
Orange,632452,6164361,0,1,0
Bouygues,632473,6952605,1,1,1
Bouygues,632492,6877997,1,1,1
Orange,632498,6311148,1,1,0
Orange,632498,6680658,1,1,1
Orange,632503,6329534,1,1,1
SFR,632503,6851702,1,1,1
Bouygues,632511,6329533,1,1,1
SFR,632512,6329542,1,1,1
Orange,632534,6993965,1,1,0
Free,632547,6878028,0,1,1
Bouygues,632553,6868874,1,0,0
Orange,632558,6327794,1,1,1
Orange,632558,6876093,1,1,1
Bouygues,632570,6797447,1,1,0
SFR,632578,6797458,1,1,0
Orange,632602,6851573,1,1,1
Orange,632602,6851573,0,1,0
Orange,632603,6997153,1,1,0
Orange,632604,6852964,1,1,1
Bouygues,632617,7096880,1,1,1
Orange,632618,6852979,0,0,0
Orange,632636,6847790,1,1,0
Free,632641,7085163,0,1,1
SFR,632644,6461511,1,1,0
Bouygues,632647,6864216,1,1,1
SFR,632658,7096905,1,1,1
Free,632659,7096916,0,1,1
Bouygues,632660,6847914,1,1,1
Bouygues,632666,6461550,1,1,0
Orange,632667,6461550,1,1,0
Free,632667,6461551,0,1,0
SFR,632676,6882554,0,1,0
Bouygues,632677,6525871,1,1,0
Orange,632677,6525871,0,1,0
SFR,632677,6525871,1,1,0
Free,632678,6525871,0,1,0
Bouygues,632679,6882741,1,1,1
Orange,632683,6313554,1,1,1
SFR,632692,6886430,1,1,1
Orange,632695,6886421,1,1,1
Orange,632707,7081193,1,1,1
Orange,632721,6877606,1,1,1
Free,632733,6328190,0,1,1
Free,632738,6883161,0,1,1
Bouygues,632759,6859981,1,1,1
Free,632782,6859988,0,1,0
Orange,632806,6883882,1,1,1
Orange,632827,6882213,1,1,0
Free,632831,6866987,0,1,0
Orange,632831,6866991,1,1,0
Bouygues,632833,6866982,1,1,1
SFR,632836,6866982,1,1,1
SFR,632840,6882308,1,1,1
Bouygues,632846,6865869,1,1,1
Free,632846,6865882,0,1,1
SFR,632846,6882485,1,1,0
Orange,632847,6865892,1,1,1
SFR,632852,6865868,1,1,0
Bouygues,632877,6882508,1,1,1
Orange,632932,6864090,1,1,1
Orange,632950,6845262,1,1,0
Orange,632954,6882361,0,0,0
Orange,632956,6927206,1,1,0
Bouygues,632966,6945580,1,1,1
SFR,632966,6945582,1,1,1
Orange,632969,6188136,1,1,0
Orange,632973,6883296,0,0,0
Bouygues,632975,6927240,1,1,1
SFR,632975,6927245,1,1,1
Orange,632979,7097717,1,1,0
Free,632989,6927242,0,1,1
SFR,632996,6859798,1,1,0
SFR,633002,6883203,1,1,1
Orange,633005,6860929,1,1,0
Orange,633036,6326977,0,1,0
Bouygues,633037,7068577,1,1,0
Bouygues,633042,6502413,1,1,0
Orange,633042,6502413,1,1,0
SFR,633042,6502413,1,1,0
Free,633042,6502414,0,1,0
Free,633054,7068571,0,1,1
SFR,633081,7008521,1,1,1
Bouygues,633081,7008554,1,1,1
Orange,633089,6849290,1,1,1
Orange,633091,6699554,1,1,0
Orange,633098,6924396,1,1,1
Bouygues,633100,6924395,1,1,1
SFR,633105,6924387,1,1,1
Orange,633107,6859944,0,1,1
Free,633108,6924387,0,1,1
Bouygues,633118,6516829,1,1,0
Free,633118,6516829,0,1,0
Orange,633118,6516829,0,1,0
SFR,633118,6516829,1,1,0
Bouygues,633120,6448439,1,1,0
Orange,633120,6448439,1,1,0
Free,633121,6448440,0,1,0
Bouygues,633141,6848659,1,1,1
SFR,633146,6848655,1,1,1
SFR,633152,6448384,1,1,0
Bouygues,633166,6315124,1,1,1
Bouygues,633171,6834788,1,1,1
Free,633171,6834788,0,1,1
SFR,633171,6834788,1,1,1
SFR,633172,6864423,0,1,1
Bouygues,633173,6992014,1,1,1
Free,633173,6992014,0,1,1
Orange,633175,6992015,1,1,1
Orange,633176,6834788,1,1,1
SFR,633189,6315113,1,1,1
SFR,633191,6992027,1,1,1
Free,633199,6188145,0,1,1
Bouygues,633217,6188157,1,1,0
SFR,633220,6863187,1,1,1
Orange,633223,6863188,1,1,0
SFR,633224,6352526,1,1,0
SFR,633226,6866765,1,1,1
Free,633236,6925009,0,1,1
Orange,633238,6925010,0,1,1
Bouygues,633255,6352530,1,1,0
Orange,633256,6352529,1,1,0
Free,633256,6352530,0,1,0
Orange,633262,6866788,0,1,0
Orange,633264,7092733,1,1,0
Bouygues,633280,6259761,1,1,0
SFR,633280,6259761,1,1,0
Orange,633281,6259760,1,1,0
Free,633281,6259762,0,1,0
Orange,633281,6314581,0,1,1
Bouygues,633285,7092750,1,1,1
SFR,633285,7092750,1,1,1
Bouygues,633286,6157419,1,1,1
SFR,633286,6157419,1,1,1
SFR,633299,6881769,1,1,1
SFR,633324,6801740,1,1,0
Orange,633332,6879655,1,1,1
SFR,633334,6879655,1,1,1
SFR,633337,6868239,1,1,0
Orange,633342,6856321,0,1,0
SFR,633349,6324662,1,1,0
Bouygues,633351,6879664,1,1,1
Free,633354,6316254,0,1,1
Bouygues,633357,6877363,1,1,1
Free,633359,6324656,0,1,1
Free,633362,7078787,0,1,1
Orange,633364,7078788,1,1,1
SFR,633375,6856415,0,1,0
SFR,633387,6885458,0,1,0
SFR,633396,6853211,1,1,0
Free,633399,6885059,0,1,1
Bouygues,633401,6957794,1,1,0
Free,633401,6957795,0,1,0
SFR,633401,6957795,1,1,0
Orange,633402,6957796,1,1,0
Orange,633407,6839089,1,1,1
Bouygues,633410,6316326,1,1,1
Bouygues,633410,6316326,1,1,0
Orange,633418,6884842,1,1,1
SFR,633419,6884838,1,1,1
Orange,633430,6853205,1,1,0
Orange,633436,6885486,0,0,0
Orange,633437,6877222,0,1,0
Bouygues,633477,6926161,1,1,0
Free,633484,6866904,0,1,1
Orange,633486,6866390,1,1,1
Orange,633488,6866906,1,1,1
Orange,633492,6928488,1,1,1
Orange,633502,6926326,1,1,1
Orange,633506,6860608,1,1,1
SFR,633517,6866695,1,1,0
Free,633517,6879641,0,1,1
SFR,633527,6605331,1,1,0
Orange,633537,6593253,1,1,0
Bouygues,633538,6593253,1,1,0
Free,633538,6593253,0,1,0
SFR,633538,6593253,1,1,0
SFR,633540,6926278,1,1,1
Orange,633544,6546254,1,1,1
Bouygues,633546,6926279,1,1,1
Bouygues,633554,6836863,1,1,1
SFR,633554,6836869,1,1,1
Bouygues,633555,6868314,1,0,0
Orange,633557,6878595,1,1,1
Bouygues,633561,6275892,1,1,1
SFR,633561,6275897,1,1,1
SFR,633568,6866513,1,0,0
SFR,633583,6866504,1,1,1
Bouygues,633595,6866505,1,1,1
Bouygues,633600,6884512,1,1,1
SFR,633614,6846242,1,1,1
Free,633621,6803088,0,1,1
Orange,633622,6877350,0,1,0
Orange,633623,6846246,1,1,0
Bouygues,633639,6854186,1,1,1
Bouygues,633639,6854186,1,0,0
Bouygues,633652,6866875,1,0,0
Free,633652,6883308,0,1,1
Bouygues,633655,6863956,1,1,1
Bouygues,633677,6873256,1,1,1
SFR,633684,6873250,1,1,1
Orange,633701,6866844,0,0,0
Bouygues,633704,6883284,1,1,1
Orange,633706,6839001,1,0,0
Orange,633709,6298261,1,1,1
Orange,633727,6864171,1,1,1
Free,633744,6864968,0,1,1
Bouygues,633764,7080829,1,1,1
Bouygues,633768,6763106,1,1,1
SFR,633768,6763106,1,1,0
Free,633768,6763107,0,1,1
Orange,633775,6763075,1,1,1
SFR,633775,7080876,1,1,1
Orange,633781,6857489,0,0,0
Orange,633783,6907737,1,1,1
SFR,633790,6753697,0,1,0
SFR,633808,6884057,1,1,1
Orange,633826,6753702,0,0,0
Orange,633828,6922945,1,1,1
SFR,633832,6927234,1,1,1
Bouygues,633839,6927227,1,1,1
Orange,633841,6927228,0,1,0
Orange,633858,6884635,0,1,1
Bouygues,633871,6928017,1,1,1
SFR,633878,6865638,1,1,1
Orange,633894,6769035,1,1,0
Orange,633902,6855447,1,1,0
Free,633912,6926346,0,1,1
SFR,633916,6855551,1,1,1
SFR,633918,6769032,1,1,0
Orange,633924,6873346,1,1,0
SFR,633928,6877927,1,1,1
Orange,633942,6927937,1,1,0
Bouygues,633961,6877960,1,1,1
SFR,633978,6385180,1,1,1
Bouygues,633978,6385184,1,1,1
Bouygues,633987,6824435,1,1,1
SFR,633991,6824401,1,1,1
Free,633992,6824403,0,1,1
Orange,633992,6860114,0,0,0
Orange,633994,6824418,1,1,1
Orange,634017,6688431,1,1,0
Orange,634019,6314971,1,1,0
SFR,634020,6688435,1,1,0
Bouygues,634021,6688446,1,1,0
Free,634026,6688441,0,1,0
Bouygues,634044,6935231,1,1,1
SFR,634044,6935231,1,1,1
Free,634045,6935232,0,1,1
Bouygues,634108,6855502,1,1,1
Bouygues,634128,6969553,1,0,0
Bouygues,634128,6969553,1,1,1
Bouygues,634141,6519963,1,1,0
Orange,634141,6519963,1,1,0
SFR,634141,6519963,1,1,0
Orange,634141,6880193,1,1,1
Free,634142,6519964,0,1,0
SFR,634164,6969593,1,1,1
Bouygues,634175,6913974,1,1,1
SFR,634175,6913974,1,1,1
Bouygues,634182,7018887,1,1,1
SFR,634182,7018887,1,1,1
Orange,634184,6913903,1,1,1
Free,634191,6913972,0,1,1
Orange,634201,6969563,1,1,0
Orange,634237,6655512,1,1,0
Free,634243,6882987,0,1,1
Bouygues,634246,6271276,1,1,1
Orange,634247,6271275,1,1,0
SFR,634248,6271279,1,1,1
Bouygues,634263,6860682,1,1,1
Bouygues,634270,6655509,1,1,1
SFR,634270,6655509,1,1,1
Orange,634297,6924820,1,1,1
Bouygues,634309,6421569,1,1,0
Orange,634314,6577135,1,0,0
Orange,634316,6421577,1,1,0
Bouygues,634324,6844920,1,1,0
SFR,634324,6845287,1,1,1
Bouygues,634329,7086570,1,1,1
Orange,634330,6845246,1,1,1
SFR,634335,7086572,1,1,1
Free,634337,6881447,0,1,0
Orange,634337,6881451,1,1,1
Orange,634337,6881451,0,0,0
Free,634343,7086567,0,1,1
Free,634347,6925085,0,1,1
Orange,634354,6881680,0,0,0
SFR,634392,6881659,0,1,0
Bouygues,634400,6925097,1,1,1
SFR,634400,6925097,1,1,1
Orange,634412,7086576,1,1,1
SFR,634425,6854820,1,1,1
Bouygues,634429,6866541,1,1,1
Orange,634432,6756848,1,1,1
Bouygues,634445,6756848,1,1,0
Free,634446,6756849,0,1,1
Bouygues,634479,6880506,1,1,1
Orange,634484,6277171,1,1,1
Orange,634494,6865738,0,0,0
Bouygues,634527,6751673,1,1,0
Free,634530,6229369,0,1,0
Orange,634534,6857888,0,0,0
SFR,634577,6192272,1,1,0
Orange,634587,6862460,1,1,1
Orange,634596,6777136,1,1,1
Bouygues,634599,6539690,1,1,1
SFR,634599,6539690,1,1,1
SFR,634599,6848278,1,1,1
Bouygues,634604,6853855,1,1,1
SFR,634604,6862399,1,1,1
Bouygues,634610,6364430,1,1,0
Orange,634610,6364430,1,1,0
SFR,634610,6364430,1,1,0
Free,634610,6364431,0,1,0
Orange,634619,6705495,1,1,0
Orange,634619,6850180,1,1,1
Bouygues,634623,6301371,1,1,0
Bouygues,634623,6301371,1,1,0
Orange,634635,6192234,1,0,0
Bouygues,634637,6293928,1,1,1
Free,634637,6293928,0,1,1
SFR,634637,6293928,1,1,1
Free,634637,6301340,0,1,1
Orange,634639,6202278,1,1,0
Free,634643,6926758,0,1,1
Orange,634644,6877970,1,1,1
Bouygues,634645,6850194,1,1,1
SFR,634645,6926774,1,1,1
Bouygues,634645,6926776,1,1,1
SFR,634649,6777142,1,1,0
Free,634653,6880296,0,1,1
Orange,634655,6860373,1,1,1
SFR,634657,6860405,1,1,1
Orange,634657,6926762,1,1,1
Free,634659,6860394,0,1,1
Bouygues,634676,6976607,1,1,1
Free,634676,6976607,0,1,0
SFR,634676,6976607,1,1,1
Orange,634682,6487141,1,1,0
Orange,634688,6848257,1,1,1
SFR,634693,6866885,0,1,0
Orange,634697,6807583,1,1,1
Orange,634712,6883462,1,1,1
Free,634714,6492316,0,1,1
Bouygues,634719,6880225,1,1,1
Orange,634720,6539669,1,1,1
Free,634720,6539670,0,1,1
Orange,634722,6492306,1,1,1
SFR,634731,6880310,1,1,1
Free,634770,6843936,0,1,1
SFR,634770,6843936,1,1,1
Bouygues,634775,6843938,1,1,1
Bouygues,634795,6882050,1,1,1
Free,634797,6882045,0,1,1
Orange,634799,6882050,1,1,1
Orange,634801,6843849,1,1,1
SFR,634837,6881423,1,1,1
Orange,634852,6868592,0,0,0
SFR,634860,6308190,1,1,1
Orange,634862,6314315,1,1,1
Bouygues,634863,6308154,1,1,1
Free,634864,6308154,0,1,1
SFR,634869,6866782,1,1,0
SFR,634872,6885774,1,1,1
Bouygues,634873,6885773,1,1,1
Free,634873,6885774,0,1,1
Orange,634875,6927966,0,1,1
Orange,634889,6866756,0,1,0
SFR,634896,6868603,1,1,0
Bouygues,634896,6878075,1,1,1
SFR,634918,6878515,1,1,1
Orange,634945,6866788,0,1,0
Bouygues,634950,6863568,1,1,1
Bouygues,634955,6876584,1,1,1
Orange,634956,6863526,1,1,0
Bouygues,634958,7015031,1,1,1
SFR,634958,7015031,1,1,1
Orange,634968,6811922,1,1,1
Bouygues,634969,6811929,1,1,1
SFR,634969,6811929,1,1,1
SFR,634976,6863554,1,1,1
Orange,634982,6866905,1,1,1
Free,634995,6811904,0,1,1
Orange,635001,6865944,0,1,0
Free,635001,7014992,0,1,1
Orange,635011,6866900,0,1,0
Bouygues,635017,6851941,1,1,1
Bouygues,635029,6618849,1,1,0
Orange,635029,6618849,1,1,0
SFR,635029,6618849,1,1,0
Free,635030,6618850,0,1,0
Orange,635036,7014979,1,1,1
Free,635054,6851960,0,1,1
Orange,635060,6755015,1,1,0
Orange,635066,6851956,1,1,0
SFR,635071,6423810,1,1,0
Free,635071,6423811,0,1,0
SFR,635082,6755028,1,0,0
Orange,635095,6882930,0,1,1
Bouygues,635117,6863254,1,1,0
Bouygues,635128,6858930,1,1,1
Free,635131,6275310,0,1,1
Orange,635138,6413984,0,1,0
Free,635138,6413985,0,1,0
SFR,635138,6413985,1,1,0
SFR,635150,6315470,1,1,1
Orange,635188,6407167,1,0,0
Bouygues,635196,6315465,1,1,1
Orange,635201,6744401,1,1,0
SFR,635201,6858996,1,1,0
Free,635202,6751054,0,1,1
Orange,635203,6885171,1,1,1
Orange,635209,6739335,1,1,0
Orange,635236,6751069,1,1,1
Bouygues,635238,6744161,1,1,1
SFR,635240,6924931,1,1,1
SFR,635246,6751060,1,1,0
Orange,635247,6858990,0,0,0
Bouygues,635249,6924922,1,1,1
Orange,635251,6924923,0,1,0
SFR,635256,6744165,1,1,0
Bouygues,635257,6564574,1,1,1
SFR,635257,6564574,1,1,1
Free,635261,6744168,0,1,1
Free,635269,6223376,0,1,0
Orange,635286,6880858,1,1,1
SFR,635287,6883916,0,1,0
SFR,635289,6852183,1,1,1
SFR,635321,6867819,1,1,1
Orange,635323,6867222,1,1,1
Bouygues,635328,6807880,1,1,1
SFR,635328,6807880,1,1,1
Bouygues,635330,6867245,1,1,1
Bouygues,635342,6894865,1,1,1
SFR,635342,6894865,1,1,0
Free,635347,6827379,0,1,1
Orange,635353,6894714,1,1,1
Orange,635357,6304741,1,1,1
SFR,635359,6827385,1,1,1
Orange,635368,6827395,1,1,1
Bouygues,635372,6827400,1,1,1
Orange,635398,6831597,1,1,1
Bouygues,635416,7075191,1,1,1
SFR,635416,7075191,1,1,1
Free,635432,6923561,0,1,1
Bouygues,635434,6856247,1,1,1
Free,635440,6855360,0,1,1
Free,635442,6878106,0,1,1
Orange,635443,6856250,0,0,0
SFR,635454,6856300,1,1,1
Orange,635461,6898711,1,1,0
Bouygues,635461,6898747,1,1,1
SFR,635461,6898747,1,1,1
Free,635464,6200263,0,1,1
Orange,635467,6319032,1,1,1
SFR,635469,6876237,1,1,0
SFR,635474,6245079,1,1,1
Orange,635486,6475774,1,1,0
Bouygues,635486,6475775,1,1,0
SFR,635486,6475775,1,1,0
Free,635487,6475775,0,1,0
SFR,635488,6269971,1,1,1
Bouygues,635492,6200127,1,1,1
SFR,635492,6200127,0,0,1
Bouygues,635493,6968176,1,1,1
SFR,635493,6968176,1,1,1
Bouygues,635499,6269977,1,1,1
Bouygues,635501,6245108,1,1,1
SFR,635507,6858061,0,1,0
Orange,635579,6855285,1,1,1
SFR,635586,6855615,1,1,1
Bouygues,635592,6775338,1,1,1
Free,635595,6775343,0,1,0
SFR,635601,6856194,1,1,1
Free,635622,6298862,0,1,1
Orange,635626,6315967,1,1,1
Orange,635629,6871521,1,1,1
Bouygues,635656,6856040,1,1,1
SFR,635685,6855844,1,1,0
Orange,635686,6855858,0,1,1
SFR,635687,6854581,0,1,0
Bouygues,635688,6854584,1,1,1
Orange,635690,6233817,1,1,1
Free,635691,6854601,0,1,1
SFR,635693,6370592,1,1,0
Orange,635693,6854581,1,1,1
Free,635694,6370593,0,1,0
Free,635706,6864512,0,1,1
Bouygues,635707,6864510,1,1,1
Free,635708,6856884,0,1,1
Bouygues,635708,7040538,1,1,0
SFR,635712,6929184,0,1,0
Orange,635713,6856887,1,1,1
Orange,635714,6879470,0,1,0
Bouygues,635715,6879519,1,1,1
Free,635716,6879519,0,1,1
Orange,635717,6315012,0,1,0
Bouygues,635720,6370566,1,1,0
Orange,635720,6370566,1,1,0
Free,635722,7040558,0,1,1
Bouygues,635728,6862952,1,1,1
SFR,635729,6856783,1,1,1
Bouygues,635734,6856790,1,1,1
Orange,635735,6855681,1,1,1
SFR,635736,6857365,1,1,0
Bouygues,635746,6432882,1,1,1
SFR,635746,6432882,1,1,1
Bouygues,635747,6881963,1,1,1
Orange,635748,6844971,0,1,1
Orange,635749,6430849,1,1,0
Bouygues,635749,6430850,1,1,0
SFR,635751,7057399,1,1,0
SFR,635759,6430844,1,1,1
Bouygues,635765,6902002,1,1,1
SFR,635765,6902002,1,1,1
Free,635765,6902003,0,1,1
SFR,635772,6858845,1,1,1
Bouygues,635775,7057395,1,1,0
Orange,635776,6858847,1,1,1
Free,635776,7057395,0,1,1
Bouygues,635779,6858858,1,1,1
Free,635780,6858842,0,1,1
Orange,635793,6290682,1,0,0
Bouygues,635798,6855329,1,1,1
Bouygues,635802,6806769,1,1,1
Free,635802,6806769,0,1,1
SFR,635802,6806769,1,1,1
Orange,635821,6864519,1,1,1
SFR,635848,6217050,1,1,1
Bouygues,635853,6217032,1,1,1
Free,635854,6217063,0,1,1
Orange,635855,6855605,0,1,0
Orange,635855,6926078,0,1,1
Bouygues,635865,6929328,1,1,1
Orange,635870,6856456,0,1,0
Bouygues,635884,6298843,1,1,1
SFR,635884,6298843,1,1,1
Free,635892,6855792,0,1,0
Bouygues,635900,6852930,1,1,1
SFR,635905,6852890,1,1,1
Orange,635907,6904179,1,1,0
Orange,635931,6860010,1,1,1
Orange,635931,6866476,0,1,0
Orange,635934,6852867,1,1,1
SFR,635939,6859961,1,1,1
Orange,635950,6274920,1,1,1
Orange,635960,6844399,1,1,0
Orange,635986,6219720,0,1,0
Orange,635988,6557094,1,1,1
Orange,635991,6855902,0,1,0
SFR,636007,6856082,0,1,1
Bouygues,636018,6842164,1,1,1
Orange,636031,6842180,1,1,1
Bouygues,636038,6845501,1,1,1
Orange,636061,6399159,1,1,1
